ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb
1503705,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,15,0.0,207,82144379393030,35,22.6,-628.3665161132812,1.0149999856948853,16,0.0,0.0,1.602E9,,,,0,,3,2.7
1503706,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,5,0.0,207,82144375651622,9,35.5,-648.556396484375,0.24410000443458557,16,0.0,0.0,1.60256256E9,,,,0,,3,2.7
1503706,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,3,0.0,207,82144378845830,16,29.2,461.67987060546875,0.25369998812675476,16,0.0,0.0,1.60481254E9,,,,0,,3,2.7
1503706,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,4,0.0,207,82144384399013,7,37.9,-162.38851928710938,0.22660000622272491,16,0.0,0.0,1.60537498E9,,,,0,,3,2.7
1503706,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,3,0.0,15,244162380355314,8,36.0,300.5047302246094,0.02120000123977661,16,0.0,0.0,1.57542003E9,,,,0,,1,0.11
1503707,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,4,0.0,15,244162380480948,12,32.5,-103.04090881347656,0.023900000378489494,16,0.0,0.0,1.57542003E9,,,,0,,1,0.11
1503707,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,6,0.0,15,244162368489022,27,24.7,-17.23109245300293,0.6285000443458557,16,0.0,0.0,1.57542003E9,,,,0,,1,0.11
1503707,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,7,0.0,15,244162369371793,40,21.5,-513.4598999023438,0.800000011920929,16,0.0,0.0,1.57542003E9,,,,0,,1,0.11
1503707,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,9,0.0,15,244162376358924,13,31.6,-396.0586853027344,0.04920000210404396,16,0.0,0.0,1.57542003E9,,,,0,,1,0.11
1503708,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,16,0.0,15,244162378097368,6,38.4,-174.22747802734375,0.0471000038087368,16,0.0,0.0,1.57542003E9,,,,0,,1,0.11
1503708,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,22,0.0,15,244162375722198,19,27.1,508.271728515625,0.06379999965429306,16,0.0,0.0,1.57542003E9,,,,0,,1,0.11
1503708,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,23,0.0,15,244162379215656,7,37.9,-202.75558471679688,0.04910000041127205,16,0.0,0.0,1.57542003E9,,,,0,,1,0.11
1503708,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,26,0.0,15,244162375603439,13,31.3,242.98599243164062,0.047700002789497375,16,0.0,0.0,1.57542003E9,,,,0,,1,0.11
1503709,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,31,0.0,15,244162365742325,124,14.5,650.1859130859375,3.614000082015991,16,0.0,0.0,1.57542003E9,,,,0,,1,0.11
1503709,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,7,0.0,7183,244162366819200,8,36.7,254.78347778320312,0.04820000380277634,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1
1503709,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,19,0.0,7183,244162361333828,80,16.6,-420.120849609375,1.0220000743865967,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1
1503709,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,21,0.0,7183,244162361227726,61,18.0,-566.3710327148438,0.871999979019165,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1
1503709,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,27,0.0,7183,244162370662006,12,32.4,-181.54237365722656,0.05090000107884407,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1
1503710,1533724000000,,,-1263065028725181313,-0.7531280517578125,28.70690332201775,0.9227400938172291,12.977600038920142,1,30,0.0,7183,244162368788993,12,32.4,347.2698669433594,0.0479000024497509,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1
1504703,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,14,0.0,207,82145385188745,11,33.2,74.39383697509766,0.23040001094341278,16,0.0,0.0,1.59806246E9,,,,0,,3,2.7
1504704,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,13,0.0,207,82145375920414,234,14.4,699.5391235351562,8.449000358581543,16,0.0,0.0,1.60087501E9,,,,0,,3,2.7
1504704,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,15,0.0,207,82145379395247,17,28.3,-628.4039306640625,0.7250000238418579,16,0.0,0.0,1.602E9,,,,0,,3,2.7
1504704,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,5,0.0,207,82145375653737,8,36.8,-648.0477905273438,0.24370001256465912,16,0.0,0.0,1.60256256E9,,,,0,,3,2.7
1504704,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,3,0.0,207,82145378844332,16,29.9,462.25567626953125,0.25369998812675476,16,0.0,0.0,1.60481254E9,,,,0,,3,2.7
1504705,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,4,0.0,207,82145384399552,11,33.5,-161.73492431640625,0.2289000153541565,16,0.0,0.0,1.60537498E9,,,,0,,3,2.7
1504705,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,3,0.0,15,244163380354308,8,36.5,301.115966796875,0.02120000123977661,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1504705,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,4,0.0,15,244163380481286,10,34.2,-102.46611785888672,0.022099999710917473,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1504705,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,6,0.0,15,244163368489068,31,23.7,-17.20254898071289,0.6784999966621399,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1504705,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,7,0.0,15,244163369373496,27,24.3,-513.4598999023438,0.6800000071525574,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1504706,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,9,0.0,15,244163376360216,17,28.8,-395.5168762207031,0.05730000138282776,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1504706,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,16,0.0,15,244163378097937,6,38.5,-173.57286071777344,0.0471000038087368,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1504707,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,22,0.0,15,244163375720472,27,24.2,509.0260314941406,0.6889999508857727,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1504707,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,23,0.0,15,244163379216327,7,37.5,-202.22242736816406,0.04910000041127205,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1504707,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,26,0.0,15,244163375602650,13,31.9,243.66351318359375,0.047700002789497375,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1504707,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,31,0.0,15,244163365740156,149,14.5,650.1859130859375,5.11400032043457,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1504708,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,7,0.0,7183,244163366818341,7,37.6,254.97142028808594,0.047600001096725464,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1504708,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,19,0.0,7183,244163361335178,31,23.4,-420.76788330078125,0.6019999980926514,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1504708,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,21,0.0,7183,244163361229596,61,18.5,-565.4481201171875,0.871999979019165,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1504708,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,27,0.0,7183,244163370662620,11,33.5,-181.31016540527344,0.04990000277757645,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1504709,1534724000000,,,-1263065028725181313,-0.5892152786254883,29.695129342144355,1.6551628189893275,14.290168690319481,1,30,0.0,7183,244163368787851,12,32.9,347.44610595703125,0.0479000024497509,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1505707,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,14,0.0,207,82146385188520,14,30.1,74.87199401855469,0.23330000042915344,16,0.0,0.0,1.59806246E9,,,,0,,3,2.71
1505707,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,13,0.0,207,82146375918164,112,15.9,702.3107299804688,3.829000234603882,16,0.0,0.0,1.60087501E9,,,,0,,3,2.71
1505707,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,15,0.0,207,82146379397327,24,25.7,-628.1013793945312,0.6103000044822693,16,0.0,0.0,1.602E9,,,,0,,3,2.71
1505707,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,5,0.0,207,82146375655902,10,34.5,-647.5076293945312,0.24460001289844513,16,0.0,0.0,1.60256256E9,,,,0,,3,2.71
1505708,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,3,0.0,207,82146378842784,13,31.0,462.77728271484375,0.25220000743865967,16,0.0,0.0,1.60481254E9,,,,0,,3,2.71
1505708,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,4,0.0,207,82146384400136,10,34.7,-161.1954803466797,0.2281000167131424,16,0.0,0.0,1.60537498E9,,,,0,,3,2.71
1505708,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,3,0.0,15,244164380353323,9,35.3,301.8227233886719,0.02160000056028366,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03
1505708,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,4,0.0,15,244164380481634,11,33.1,-101.90839385986328,0.02290000021457672,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03
1505709,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,6,0.0,15,244164368489112,31,23.0,-16.17496109008789,0.7384999990463257,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03
1505709,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,7,0.0,15,244164369375303,27,24.8,-512.023193359375,0.6300000548362732,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03
1505709,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,9,0.0,15,244164376361519,16,29.7,-395.090576171875,0.050700001418590546,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03
1505709,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,16,0.0,15,244164378098513,6,38.7,-173.0779266357422,0.0471000038087368,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03
1505709,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,22,0.0,15,244164375718787,17,28.7,509.4352111816406,0.4790000021457672,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03
1505710,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,23,0.0,15,244164379216990,6,38.2,-201.6578369140625,0.048600003123283386,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03
1505710,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,26,0.0,15,244164375601816,14,30.8,244.07322692871094,0.04830000177025795,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03
1505710,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,31,0.0,15,244164365737975,73,17.8,652.716796875,1.8339999914169312,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03
1505710,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,7,0.0,7183,244164366817495,8,36.4,255.47067260742188,0.04820000380277634,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1505710,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,19,0.0,7183,244164361336561,80,16.4,-419.8449401855469,1.0220000743865967,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1505711,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,21,0.0,7183,244164361231482,69,18.5,-565.4481201171875,2.371999979019165,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1505711,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,27,0.0,7183,244164370663219,11,33.1,-180.61094665527344,0.04990000277757645,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1505711,1535724000000,,,-1263065028725181305,-0.1998615264892578,27.810063329525292,2.9394984773757478,12.217403395408665,1,30,0.0,7183,244164368786679,14,30.3,347.9465637207031,0.049800001084804535,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1506693,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,14,0.0,207,82147385188248,11,33.0,74.60750579833984,0.543999969959259,16,0.0,0.0,1.59806246E9,,,,0,,3,2.68
1506693,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,13,0.0,207,82147375915821,137,15.9,702.3107299804688,5.329000473022461,16,0.0,0.0,1.60087501E9,,,,0,,3,2.68
1506693,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,15,0.0,207,82147379399455,24,25.6,-628.8316040039062,0.6103000044822693,16,0.0,0.0,1.602E9,,,,0,,3,2.68
1506694,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,5,0.0,207,82147375658108,12,32.3,-648.1344604492188,0.5889999866485596,16,0.0,0.0,1.60256256E9,,,,0,,3,2.68
1506694,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,3,0.0,207,82147378841245,16,29.4,462.2667541503906,0.6834999918937683,16,0.0,0.0,1.60481254E9,,,,0,,3,2.68
1506695,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,4,0.0,207,82147384400605,10,34.3,-161.69139099121094,0.512499988079071,16,0.0,0.0,1.60537498E9,,,,0,,3,2.68
1506695,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,3,0.0,15,244165380352311,12,32.3,301.02557373046875,0.36649999022483826,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1506695,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,4,0.0,15,244165380481970,8,36.0,-102.31139373779297,0.26649999618530273,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1506695,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,6,0.0,15,244165368489121,31,23.4,-17.050312042236328,0.7384999990463257,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1506695,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,7,0.0,15,244165369376923,24,25.7,-513.03173828125,0.5900000333786011,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1506695,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,9,0.0,15,244165376362835,17,28.5,-395.09722900390625,0.4805000126361847,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1506696,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,16,0.0,15,244165378099102,6,38.6,-172.9674835205078,0.0471000038087368,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1506696,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,22,0.0,15,244165375717093,16,29.6,508.48602294921875,0.04920000210404396,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1506696,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,23,0.0,15,244165379217686,9,35.1,-202.36781311035156,0.3150000274181366,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1506696,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,26,0.0,15,244165375601000,12,32.0,244.3456268310547,0.046400003135204315,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1506696,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,31,0.0,15,244165365735798,87,17.8,652.716796875,3.3340001106262207,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1506696,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,7,0.0,7183,244165366816644,9,35.9,255.18179321289062,0.048600003123283386,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1506697,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,19,0.0,7183,244165361337959,40,21.7,-420.05426025390625,0.6919999718666077,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1506697,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,21,0.0,7183,244165361233454,84,16.2,-567.5794677734375,1.7720000743865967,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1506697,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,27,0.0,7183,244165370663828,12,32.9,-181.03465270996094,0.05090000107884407,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1506697,1536724000000,,,-1263065028725181298,-0.8817691802978516,27.972499083261937,4.4879712686078195,12.136508433575997,1,30,0.0,7183,244165368785534,11,33.1,347.7845764160156,0.04690000042319298,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1507695,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,14,0.0,207,82148385188017,9,35.9,72.80046081542969,0.22910000383853912,16,0.0,0.0,1.59806246E9,,,,0,,3,2.7
1507695,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,13,0.0,207,82148375913267,97,15.9,701.5054321289062,2.329000234603882,16,0.0,0.0,1.60087501E9,,,,0,,3,2.7
1507695,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,15,0.0,207,82148379401588,12,32.2,-630.3408203125,0.5950000286102295,16,0.0,0.0,1.602E9,,,,0,,3,2.7
1507695,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,5,0.0,207,82148375660254,10,34.5,-650.1407470703125,0.24460001289844513,16,0.0,0.0,1.60256256E9,,,,0,,3,2.7
1507695,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,3,0.0,207,82148378839738,16,29.1,460.5391540527344,0.25369998812675476,16,0.0,0.0,1.60481254E9,,,,0,,3,2.7
1507696,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,4,0.0,207,82148384401172,11,33.0,-163.40200805664062,0.2289000153541565,16,0.0,0.0,1.60537498E9,,,,0,,3,2.7
1507696,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,3,0.0,15,244166380351302,10,34.9,299.4427795410156,0.022099999710917473,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1507696,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,4,0.0,15,244166380482319,8,36.7,-104.38081359863281,0.02120000123977661,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1507696,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,6,0.0,15,244166368489207,19,27.0,-18.968585968017578,0.053300000727176666,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1507696,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,7,0.0,15,244166369378731,53,19.8,-514.8775634765625,0.9300000071525574,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1507698,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,9,0.0,15,244166376364179,14,30.6,-397.48486328125,0.049800001084804535,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1507698,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,16,0.0,15,244166378099683,7,37.4,-175.1458282470703,0.047600001096725464,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1507698,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,22,0.0,15,244166375715398,12,32.3,507.4892578125,0.046400003135204315,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1507699,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,23,0.0,15,244166379218340,8,36.9,-204.1986541748047,0.04970000311732292,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1507699,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,26,0.0,15,244166375600175,10,34.1,242.04269409179688,0.044600002467632294,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1507699,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,31,0.0,15,244166365733621,110,17.8,652.716796875,4.834000110626221,16,0.0,0.0,1.57542003E9,,,,0,,1,0.0
1507699,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,7,0.0,7183,244166366815790,7,37.3,253.09738159179688,0.047600001096725464,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1507700,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,19,0.0,7183,244166361339403,27,24.7,-422.29022216796875,0.5519999861717224,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1507700,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,21,0.0,7183,244166361235288,61,18.5,-568.5023193359375,0.871999979019165,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1507700,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,27,0.0,7183,244166370664433,14,30.7,-183.1299285888672,0.052800003439188004,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1507701,1537724000000,,,-1263065028725181301,-0.3553619384765625,30.75687709497288,3.045217072107918,13.856681316122884,1,30,0.0,7183,244166368784363,7,37.1,345.66143798828125,0.044600002467632294,16,0.0,0.0,1.57542003E9,,,,0,,6,0.03
1508697,1538724000000,,,-1263065028725181306,-0.13863468170166016,24.47763654345181,-3.115159255815556,10.047070119122894,1,14,0.0,207,82149385187763,14,30.5,73.45087432861328,0.23330000042915344,16,0.0,0.0,1.59806246E9,,,,0,,3,2.68
1508697,1538724000000,,,-1263065028725181306,-0.13863468170166016,24.47763654345181,-3.115159255815556,10.047070119122894,1,13,0.0,207,82149375910927,112,15.9,701.5054321289062,3.829000234603882,16,0.0,0.0,1.60087501E9,,,,0,,3,2.68
1508698,1538724000000,,,-1263065028725181306,-0.13863468170166016,24.47763654345181,-3.115159255815556,10.047070119122894,1,15,0.0,207,82149379403698,11,33.2,-629.9571533203125,0.5649999976158142,16,0.0,0.0,1.602E9,,,,0,,3,2.68
1508698,1538724000000,,,-1263065028725181306,-0.13863468170166016,24.47763654345181,-3.115159255815556,10.047070119122894,1,5,0.0,207,82149375662398,9,35.5,-649.7161865234375,0.24410000443458557,16,0.0,0.0,1.60256256E9,,,,0,,3,2.68
1508698,1538724000000,,,-1263065028725181306,-0.13863468170166016,24.47763654345181,-3.115159255815556,10.047070119122894,1,3,0.0,207,82149378838199,14,30.2,460.99066162109375,0.25279998779296875,16,0.0,0.0,1.60481254E9,,,,0,,3,2.68
1508698,1538724000000,,,-1263065028725181306,-0.13863468170166016,24.47763654345181,-3.115159255815556,10.047070119122894,1,4,0.0,207,82149384401694,7,37.5,-163.11485290527344,0.22660000622272491,16,0.0,0.0,1.60537498E9,,,,0,,3,2.68
